State,City,Year,SO2,NO2,PM2_5,AQI,Lat,Long
Maharashtra,TARAPUR,2007,21.18991666,29.79139885,40.79146704,91,19.8649,72.685
Uttar Pradesh,ANPARA,2007,19.87475728,30.43786408,40.98948387,127,24.2049,82.7832
Maharashtra,LOTE,2007,18.66824157,21.38361301,41.22541882,77,17.5889,73.5093
Maharashtra,GREATERMUMBAI,2007,30.7037215,34.5383144,40.79146704,104,19.0127,72.8223
Maharashtra,PUNE,2007,20.63186922,45.38595023,41.46237933,110,18.513271,73.849852
Andhra Pradesh,KURNOOL,2007,4.06036036,16.77035696,40.79146704,80,15.828865,78.036021
Odisha,TALCHER,2007,12.83028169,23.43098592,58.31456204,115,20.95,85.23
Uttar Pradesh,AGRA,2007,18.35863066,47.30776827,89.81494701,391,27.187935,78.003944
Karnataka,HUBLI,2007,8.194086136,9.127831272,41.70812922,124,15.349955,75.138619
Gujarat,SURAT,2007,39.43589744,55.2025641,82.10590161,185,21.195944,72.830232
Chhattisgarh,RAIPUR,2007,13.84481726,34.04673553,40.9453971,142,21.233333,81.633333
Jharkhand,DHANBAD,2007,19.08461097,50.61573472,40.79146704,107,23.801988,86.443244
Punjab,AMRITSAR,2007,20.27754013,49.03645112,60.81636904,172,31.622337,74.875335
Madhya Pradesh,JABALPUR,2007,10.82941432,23.92073995,40.79146704,107,23.174495,79.935903
Sikkim,GANGTOK,2007,19.8,26.8,40.79146704,32,27.325739,88.612155
Meghalaya,SHILLONG,2007,11.14436268,25.81404899,51.64424267,83,25.573987,91.896807
Jharkhand,JAMSHEDPUR,2007,38.52083333,52.2859375,41.21637815,167,22.802776,86.185448
Rajasthan,ALWAR,2007,8.013267571,23.04298169,41.08921497,118,27.566291,76.610202
Odisha,CUTTACK,2007,14.53550165,53.97747498,74.13405749,147,20.522922,85.78813
Delhi,DELHI,2007,15.47143549,116.584877,97.57318916,402,28.651952,77.231495
Gujarat,RAJKOT,2007,12.79442403,18.18077929,41.64128927,102,22.291606,70.793217
Tamil Nadu,MADURAI,2007,9.72961258,22.19849057,41.76600721,45,9.917347,78.119622
Odisha,BHUBANESWAR,2007,11.97449839,16.16209386,45.79836191,80,20.233333,85.833333
Uttar Pradesh,KANPUR,2007,14.90729083,46.93175878,86.53618364,351,26.466667,80.35
Assam,GOLAGHAT,2007,5.315176573,12.266,40.79146704,66,26.5239,93.9623
Maharashtra,CHANDRAPUR,2007,44.91290917,57.64450775,49.20371511,197,19.6,83.883333
Kerala,KOZHIKODE,2007,21.50874764,32.2694134,81.20870044,51,11.25,75.766667
Maharashtra,NAGPUR,2007,14.88652211,44.29014323,67.05647639,203,23.3,82.3
Andhra Pradesh,VISAKHAPATNAM,2007,50.06694215,180.7322314,241.7147261,541,17.7,83.3
Maharashtra,THANE,2007,12.26834987,15.75727883,42.50207695,59,19.2,72.966667
Odisha,ANGUL,2007,9.690405035,31.42704918,70.88353289,171,20.8444,85.1511
Haryana,HISAR,2007,9.834436913,16.23013113,50.70605972,139,29.153938,75.722944
Punjab,JALANDHAR,2007,38.11276022,94.49091728,126.4535478,524,23.9,78.433333
Karnataka,MANGALORE,2007,7.360377358,7.187917413,40.79146704,62,12.865371,74.842432
Madhya Pradesh,SATNA,2007,10.49448167,22.66111352,81.07933572,398,24.583333,80.833333
Madhya Pradesh,SAGAR,2007,5.795603322,14.49741761,40.79146704,95,22.066667,82
Maharashtra,NASHIK,2007,43.37597403,35.51038961,41.18878652,45,20.0110224,73.7903373
Andhra Pradesh,VIJAYAWADA,2007,11.79459359,57.80896504,64.78644765,140,16.516667,80.616667
Himachal Pradesh,NAHAN,2007,10.97005606,13.16506004,41.32122635,123,30.5599,77.2955
Goa,VASCO,2007,9.591348242,16.52853231,40.79146704,56,15.3982,73.8113
Uttar Pradesh,JHANSI,2007,15.98376068,53.73076923,77.74783889,313,25.458872,78.579943
Karnataka,BANGALORE,2007,36.41350269,83.99584171,88.07248565,170,12.983333,77.583333
Chhattisgarh,KORBA,2007,13.07656876,21.33817989,41.06341015,101,22.35,82.683333
West Bengal,HOWRAH,2007,30.20802644,282.3403668,160.1160389,439,22.589167,88.310278
Madhya Pradesh,DEWAS,2007,15.72811716,22.67266646,41.56111736,31,22.966667,76.066667
Gujarat,JAMNAGAR,2007,12.30441181,27.21941582,40.79146704,102,22.466667,70.066667
Maharashtra,AURANGABAD,2007,5.60668557,20.44642348,41.62678718,74,24.752037,84.374202
Maharashtra,AURANGABAD,2007,5.60668557,20.44642348,41.62678718,74,19.880943,75.346739
West Bengal,HALDIA,2007,18.25204504,84.31225339,81.58293408,124,22.025278,88.058333
Gujarat,VADODARA,2007,17.12136018,29.53159343,42.41770493,112,22.299405,73.208119
Uttar Pradesh,ALLAHABAD,2007,37.04324324,74.07567568,76.07057367,296,25.44478,81.843217
Rajasthan,JODHPUR,2007,13.03187606,46.55096826,81.44512507,256,26.26841,73.005943
Tamil Nadu,SALEM,2007,7.606164384,25.11164384,40.79146704,59,11.651165,78.158672
Odisha,ROURKELA,2007,10.67341415,20.55616538,81.58293408,202,22.2,84.883333
Maharashtra,THANE,2008,11.94242848,15.95378124,40.79146704,57,19.2,72.966667
Himachal Pradesh,PAONTASAHIB,2008,10.43731396,13.50810232,40.93872865,128,30.4453,77.6021
Himachal Pradesh,DAMTAL,2008,10.82941432,17.74004694,40.79146704,65,32.2258,75.6601
Punjab,DERABASSI,2008,8.164169148,22.44425282,41.25676895,114,30.5887,76.8471
Himachal Pradesh,NAHAN,2008,10.42002907,13.54597363,41.1875007,164,30.5599,77.2955
Himachal Pradesh,NALAGARH,2008,8.566846778,9.382692991,40.79146704,53,31.0461,76.7026
Himachal Pradesh,PARWANOO,2008,7.44902843,13.64776783,42.32498084,86,30.8406,76.9584
Assam,HAILAKANDI,2008,5.714754098,12.6442623,40.79146704,65,24.6811,92.5638
Himachal Pradesh,BADDI,2008,6.76123112,15.10913643,41.53313008,137,30.9578,76.7914
Punjab,NAYANANGAL,2008,8.090756402,21.03366659,40.79146704,106,31.3866,76.355
Odisha,BERHAMPUR,2008,10.78874687,13.44326923,40.79146704,63,19.315,84.7941
West Bengal,HOWRAH,2008,41.00961538,307.8105769,163.1658682,407,22.589167,88.310278
Chhattisgarh,BHILAINAGAR,2008,17.47604691,24.65825472,40.96431224,109,21.1938,81.3509
Maharashtra,GREATERMUMBAI,2008,37.63465347,55.83465347,40.79146704,101,19.0127,72.8223
Maharashtra,TARAPUR,2008,25.55755458,46.45408313,40.79146704,85,19.8649,72.685
Assam,GOLAGHAT,2008,4.412311961,11.36976744,40.79146704,71,26.5239,93.9623
Madhya Pradesh,SAGAR,2008,4.5017881,17.38469109,40.79146704,109,22.066667,82
Kerala,KOZHIKODE,2008,21.46012379,28.64278881,80.83446679,67,11.25,75.766667
Uttar Pradesh,NOIDA,2008,11.04064171,42.9973262,41.22773941,149,28.5726442,77.3547609
Maharashtra,AMRAVATI,2008,9.532291667,12.49027778,40.79146704,66,20.933333,77.75
Odisha,ROURKELA,2008,10.62358491,20.52641509,80.4284586,199,22.2,84.883333
Maharashtra,CHANDRAPUR,2008,39.12178847,63.18483967,47.19371523,197,19.6,83.883333
Andhra Pradesh,VIJAYAWADA,2008,11.06989936,55.79206528,81.58293408,192,16.516667,80.616667
Tamil Nadu,THOOTHUKUDI,2008,29.28505689,19.05910296,41.79336272,98,8.783333,78.133333
Maharashtra,NAVIMUMBAI,2008,34.39752237,76.05731543,80.14014907,255,19.033049,73.029662
Andhra Pradesh,VISAKHAPATNAM,2008,60.3079646,176.7079646,242.5828836,478,17.7,83.3
Maharashtra,NAGPUR,2008,19.30566797,61.52729562,75.87212869,213,23.3,82.3
Uttar Pradesh,KANPUR,2008,11.54069366,39.50249015,67.73210012,351,26.466667,80.35
Maharashtra,NASHIK,2008,30.12441472,25.38795987,41.06431966,79,20.0110224,73.7903373
Karnataka,BANGALORE,2008,38.58461538,104.4230769,104.9421502,247,12.983333,77.583333
Chhattisgarh,KORBA,2008,13.6481337,21.95590986,42.14666528,110,22.35,82.683333
Odisha,SAMBALPUR,2008,6.338984817,13.72,40.79146704,50,21.47,83.97
Gujarat,VAPI,2008,17.03317073,23.96926829,41.98536364,80,20.37,72.9
Odisha,RAYAGADA,2008,3.752884824,19.45096154,41.18369268,64,19.18,83.41
Assam,SIBSAGAR,2008,5.063157895,12.36140351,40.79146704,81,26.99,94.63
Karnataka,HASSAN,2008,4.261682243,19.64766355,40.79146704,49,13.01,76.08
Maharashtra,SOLAPUR,2008,17.60334928,35.20861244,40.79146704,78,17.683333,75.916667
Odisha,BHUBANESWAR,2008,11.97000279,21.00464286,45.16198137,94,20.233333,85.833333
Madhya Pradesh,DEWAS,2008,17.02814729,25.02786606,40.79146704,84,22.966667,76.066667
West Bengal,DURGAPUR,2008,24.55384615,215.3115385,122.3744011,398,24.75,87.733333
Gujarat,JAMNAGAR,2008,9.768269231,26.45865385,40.79146704,94,22.466667,70.066667
Punjab,GOBINDGARH,2008,11.4969662,26.86692913,42.39743031,223,30.66,76.31
Madhya Pradesh,SATNA,2008,10.67876287,23.7079187,79.86539863,362,24.583333,80.833333
Puducherry,PONDICHERRY,2008,5.601928216,12.67584116,40.79146704,70,11.94,79.83
Haryana,YAMUNANAGAR,2008,14.52591429,29.75727691,40.79146704,290,30.14,77.28
Goa,MORMUGAO,2008,9.422877804,12.85555556,40.79146704,100,15.42,73.78
Nagaland,DIMAPUR,2008,21.60763036,27.98055556,81.58293408,144,25.92,93.73
Kerala,KOTTAYAM,2008,5.779274611,18.31502591,40.79146704,46,9.6,76.52
Punjab,KHANNA,2008,9.807692308,39.04210526,41.28690996,249,30.71,76.21
Jharkhand,JHARIA,2008,18.61061398,43.82671454,40.79146704,196,23.76,86.42
Assam,BONGAIGAON,2008,5.040376977,10.95684283,41.78155119,68,26.48,90.54
Uttar Pradesh,KHURJA,2008,45.59225179,41.95057518,54.5193646,277,28.26,77.85
Himachal Pradesh,SHIMLA,2008,7.497616565,15.8193226,41.73644311,59,31.104423,77.166623
Andhra Pradesh,RAMAGUNDAM,2008,4.514152617,18.35257052,40.79146704,87,18.45,79.28
Maharashtra,AURANGABAD,2008,8.423449246,20.29745381,41.06990709,77,24.752037,84.374202
Rajasthan,ALWAR,2008,7.854059813,30.74927498,40.92520955,144,27.566291,76.610202
Uttar Pradesh,GHAZIABAD,2008,20.50433946,17.84911851,41.46017961,238,28.665353,77.439148
Jharkhand,DHANBAD,2008,18.267157,43.04216786,40.79146704,130,23.801988,86.443244
Rajasthan,UDAIPUR,2008,6.83493482,29.4456161,40.92262931,91,24.57951,73.690508
Punjab,LUDHIANA,2008,18.72463377,74.37053495,76.58168142,505,30.912042,75.853789
Jharkhand,RANCHI,2008,18.36334849,32.15508528,40.79146704,173,23.347768,85.338564
Chandigarh,CHANDIGARH,2008,26.9320623,41.69359971,101.5136183,237,30.736292,76.788398
Tamil Nadu,SALEM,2008,8.140955426,25.08149242,40.79146704,77,11.651165,78.158672
Uttar Pradesh,MEERUT,2008,11.67697008,48.13037024,47.71831993,133,28.980018,77.706356
Maharashtra,AURANGABAD,2008,8.423449246,20.29745381,41.06990709,77,19.880943,75.346739
Meghalaya,SHILLONG,2008,20.23452314,40.3194487,75.75558165,132,25.573987,91.896807
Punjab,AMRITSAR,2008,16.04677419,37.95725806,44.73902837,128,31.622337,74.875335
Maharashtra,LOTE,2008,24.91730769,26.22596154,40.79146704,75,17.5889,73.5093
Delhi,DELHI,2008,20.5878726,159.4800197,112.6096484,588,28.651952,77.231495
Gujarat,RAJKOT,2008,10.79154229,14.63134328,41.80618015,107,22.291606,70.793217
Madhya Pradesh,JABALPUR,2008,10.82941432,24.90209199,40.79146704,133,23.174495,79.935903
Madhya Pradesh,INDORE,2008,9.847802219,18.83478238,41.08599027,191,22.717736,75.85859
Madhya Pradesh,SINGRAULI,2008,11.46525756,27.08867448,42.96701195,69,23.84,82.27
Kerala,KOCHI,2008,26.66935292,61.02732113,154.5781909,164,9.947743,76.253802
Assam,GUWAHATI,2008,19.13995783,38.14462151,100.9223149,281,26.176076,91.762932
Rajasthan,JAIPUR,2008,12.20014991,69.74158515,83.01193452,257,26.913312,75.787872
Tamil Nadu,COIMBATORE,2008,6.034021784,29.79324904,40.79146704,75,11.005547,76.966122
Assam,TEZPUR,2008,4.938655575,10.93417168,40.79146704,76,26.633333,92.8
Karnataka,GULBARGA,2008,3.934793927,13.61170213,40.79146704,70,17.335827,76.83757
West Bengal,ASANSOL,2008,8.474038462,73.51730769,40.79146704,135,23.683333,86.983333
Goa,VASCO,2008,9.467322249,16.61111111,40.79146704,79,15.3982,73.8113
Odisha,ANGUL,2008,8.348389886,25.22335766,50.31940095,140,20.8444,85.1511
Odisha,BALASORE,2008,10.57606538,11.17029703,40.79146704,66,21.4934,86.9135
Kerala,TRIVANDRUM,2008,15.11111111,40.46269841,64.42461858,105,8.5241,76.9366
Jharkhand,SINDRI,2008,17.89709278,41.49250706,40.79146704,135,23.7483,86.7059
Uttar Pradesh,ANPARA,2008,18.67933713,28.89192702,40.99853032,124,24.2049,82.7832
Gujarat,ANKLESVAR,2008,20.19864027,27.25029961,43.04627175,97,21.6264,73.0152
Madhya Pradesh,NAGDA,2008,21.22050332,25.41900878,41.08705738,101,23.46,75.42
Andhra Pradesh,PATANCHERU,2008,10.73809524,23.72380952,40.79146704,97,17.53,78.27
Kerala,PALAKKAD,2008,8.391235594,20.85632092,40.79146704,29,10.78,76.65
Rajasthan,JODHPUR,2008,12.41556983,45.9057376,79.42892922,286,26.26841,73.005943
Karnataka,HUBLI,2008,8.228774715,12.22114286,41.02456114,104,15.349955,75.138619
Odisha,TALCHER,2008,20.72561983,36.76694215,69.44662984,166,20.95,85.23
Madhya Pradesh,UJJAIN,2008,11.43660851,13.85662922,40.93611763,105,23.182387,75.776433
Uttar Pradesh,AGRA,2008,18.7311121,52.14132079,91.37784562,426,27.187935,78.003944
Andhra Pradesh,HYDERABAD,2008,19.28536841,87.85561102,136.9949986,287,17.384052,78.456355
Maharashtra,MUMBAI,2008,15.44275562,56.41150116,58.10296769,180,18.987807,72.836447
Maharashtra,PUNE,2008,22.76982535,38.05262541,42.3228873,106,18.513271,73.849852
Bihar,PATNA,2008,7.890812104,36.2246647,41.38696291,120,25.615379,85.101027
Maharashtra,KOLHAPUR,2008,12.36377395,21.42504121,40.79146704,86,16.695633,74.231669
Uttar Pradesh,JHANSI,2008,15.74579439,51.51775701,77.38941878,246,25.458872,78.579943
Jharkhand,JAMSHEDPUR,2008,37.45360825,51.04948454,41.21199763,173,22.802776,86.185448
Karnataka,BELGAUM,2008,10.82941432,13.748,40.79146704,33,15.862643,74.508534
Uttar Pradesh,FIROZABAD,2008,22.33715835,32.38209674,41.36599474,220,27.150917,78.397808
Uttar Pradesh,VARANASI,2008,15.32397916,18.95341787,40.79146704,106,25.31774,83.005811
Assam,DIBRUGARH,2008,4.749264733,11.84811714,40.79146704,56,27.479888,94.90837
Rajasthan,KOTA,2008,9.039253435,25.72829766,41.18369268,126,25.182544,75.839065
West Bengal,HALDIA,2008,18.35673077,100.0134615,81.58293408,123,22.025278,88.058333
Gujarat,AHMEDABAD,2008,22.97148112,36.69178122,75.26996894,163,23.025793,72.587265
Chhattisgarh,RAIPUR,2008,18.06327537,41.95692405,41.89393912,186,21.233333,81.633333
Madhya Pradesh,GWALIOR,2008,8.564914288,17.49625649,40.79146704,142,26.229825,78.173369
Haryana,HISAR,2008,9.269871789,14.96863946,43.44457059,118,29.153938,75.722944
Karnataka,MANGALORE,2008,7.407619048,6.70390117,40.79146704,59,12.865371,74.842432
Andhra Pradesh,TIRUPATI,2008,4,9,40.79146704,34,13.635505,79.419888
Uttar Pradesh,ALLAHABAD,2008,16.10849098,70.35404593,76.96503215,342,25.44478,81.843217
Tamil Nadu,MADURAI,2008,10.06311458,23.69579867,40.93116384,44,9.917347,78.119622
Gujarat,VADODARA,2008,14.75120275,30.57938144,43.87535802,83,22.299405,73.208119
Andhra Pradesh,KURNOOL,2008,4,10.72812732,40.79146704,71,15.828865,78.036021
Odisha,CUTTACK,2008,14.48466878,32.41452991,66.24255331,132,20.522922,85.78813
Manipur,IMPHAL,2008,8.754119308,19.155,40.79146704,84,24.808053,93.944203
Tamil Nadu,CHENNAI,2008,25.64723156,42.77699069,92.29069418,144,13.084622,80.248357
Madhya Pradesh,BHOPAL,2008,10.509179,27.67220297,51.46986155,127,23.254688,77.402892
West Bengal,KOLKATA,2008,21.44018999,161.3558984,103.3475088,270,22.562627,88.363044
Karnataka,MYSORE,2008,15.27857994,21.07736993,41.20350206,49,12.292664,76.638543
Punjab,JALANDHAR,2008,31.06292503,75.70384629,103.662719,377,23.9,78.433333
Gujarat,SURAT,2008,20.52183908,28.76858238,48.44963518,103,21.195944,72.830232
Punjab,BATHINDA,2008,8.359820582,21.04846818,40.79146704,108,30.2081076,74.9485371
Mizoram,AIZAWL,2008,31.2737292,44.17373335,117.7996571,107,23.736701,92.714596
Uttar Pradesh,LUCKNOW,2008,15.61760045,67.13962939,77.21241975,357,26.839281,80.923133
Uttarakhand,DEHRADUN,2008,26.05490196,26.94117647,41.59129973,122,30.324427,78.033922
Goa,PANAJI,2008,9.443531456,16.74,40.79146704,101,15.498289,73.824541
Goa,VASCO,2009,8.41296649,16.48182904,40.79146704,73,15.3982,73.8113
Jharkhand,SINDRI,2009,15.68364247,38.29818302,40.79146704,164,23.7483,86.7059
Odisha,BALASORE,2009,10.6621709,11.52156863,40.79146704,84,21.4934,86.9135
Odisha,BERHAMPUR,2009,10.75865799,13.88571429,40.79146704,60,19.315,84.7941
Odisha,ANGUL,2009,6.816167665,20.21976048,41.76850817,121,20.8444,85.1511
Kerala,TRIVANDRUM,2009,15.02851986,40.12166065,63.02797073,96,8.5241,76.9366
Himachal Pradesh,NAHAN,2009,8.402641278,17.00813619,41.0529508,142,30.5599,77.2955
Himachal Pradesh,PARWANOO,2009,5.596285574,13.94404307,40.93459499,85,30.8406,76.9584
Himachal Pradesh,NALAGARH,2009,5.045695244,14.27633856,40.79146704,70,31.0461,76.7026
Assam,GOLAGHAT,2009,5.919767442,14.40930233,40.79146704,57,26.5239,93.9623
Himachal Pradesh,DAMTAL,2009,10.98867587,18.58191489,40.79146704,75,32.2258,75.6601
Gujarat,ANKLESVAR,2009,19.29020619,26.64175258,40.79146704,88,21.6264,73.0152
Assam,HAILAKANDI,2009,5.891891892,12.93783784,40.79146704,88,24.6811,92.5638
Himachal Pradesh,PAONTASAHIB,2009,8.99289237,16.92487581,40.93819894,120,30.4453,77.6021
Maharashtra,MAHAD,2009,33.6594245,92.60683103,117.3795276,448,18.082,73.4224
Chhattisgarh,BHILAINAGAR,2009,15.05310637,24.89497319,41.07772295,113,21.1938,81.3509
Punjab,DERABASSI,2009,7.884205681,21.39223964,41.59444867,110,30.5887,76.8471
Punjab,NAYANANGAL,2009,8.406475692,20.73716111,40.79146704,106,31.3866,76.355
Uttar Pradesh,ANPARA,2009,18.42816808,29.72005499,41.25765523,136,24.2049,82.7832
Himachal Pradesh,BADDI,2009,5.520776527,14.26234748,40.79146704,70,30.9578,76.7914
Madhya Pradesh,SATNA,2009,7.685294511,21.34216265,81.58293408,413,24.583333,80.833333
Odisha,ROURKELA,2009,10.99811321,21.17735849,81.19810892,213,22.2,84.883333
Gujarat,JAMNAGAR,2009,13.61340206,27.49896907,40.79146704,105,22.466667,70.066667
Kerala,KOZHIKODE,2009,21.35801158,21.46492318,80.44983777,62,11.25,75.766667
Maharashtra,CHANDRAPUR,2009,48.24140912,43.22886793,51.162179,145,19.6,83.883333
Karnataka,BANGALORE,2009,38.23172043,97.36075269,101.1014318,287,12.983333,77.583333
Punjab,JALANDHAR,2009,24.79302326,60.44883721,83.79642454,290,23.9,78.433333
Andhra Pradesh,VIJAYAWADA,2009,9.284375,27.553125,81.58293408,159,16.516667,80.616667
West Bengal,HOWRAH,2009,54.07924528,318.1775401,160.8569172,452,22.589167,88.310278
Madhya Pradesh,SAGAR,2009,4.928713301,18.89746875,40.79146704,109,22.066667,82
Uttar Pradesh,NOIDA,2009,9.035185185,28.77407407,40.79146704,143,28.5726442,77.3547609
Punjab,BATHINDA,2009,8.304989541,21.00374327,40.79146704,108,30.2081076,74.9485371
Madhya Pradesh,DEWAS,2009,12.39369368,20.09852143,40.98757986,112,22.966667,76.066667
Maharashtra,AMRAVATI,2009,11.684,13.87566667,42.15118261,93,20.933333,77.75
West Bengal,DURGAPUR,2009,29.54509804,191.8343137,122.3744011,517,24.75,87.733333
Odisha,BHUBANESWAR,2009,11.40470855,19.35849057,42.79255788,81,20.233333,85.833333
Tamil Nadu,THOOTHUKUDI,2009,22.74956201,14.70499198,41.00844293,108,8.783333,78.133333
Andhra Pradesh,VISAKHAPATNAM,2009,77.12019619,190.983761,248.8279489,558,17.7,83.3
Maharashtra,NAVIMUMBAI,2009,29.68848121,84.23707032,81.84525863,225,19.033049,73.029662
Maharashtra,SOLAPUR,2009,17.7647343,36.18743961,41.18558749,72,17.683333,75.916667
Maharashtra,THANE,2009,12.3055808,18.94031448,40.79146704,59,19.2,72.966667
Maharashtra,NAGPUR,2009,16.36714586,54.21083892,70.99780655,179,23.3,82.3
Maharashtra,NASHIK,2009,23.03322476,29.33127036,40.92433827,89,20.0110224,73.7903373
Chhattisgarh,KORBA,2009,13.64305259,21.92664201,41.87562563,120,22.35,82.683333
Uttar Pradesh,KANPUR,2009,12.88717246,50.30735321,67.33049379,347,26.466667,80.35
Chhattisgarh,RAIPUR,2009,17.15389934,42.30836484,41.42389289,197,21.233333,81.633333
Bihar,PATNA,2009,6.627129861,32.21102226,40.79146704,98,25.615379,85.101027
Uttar Pradesh,LUCKNOW,2009,16.5134169,70.0847467,80.19428839,383,26.839281,80.923133
Tamil Nadu,COIMBATORE,2009,7.634524068,31.71287851,45.89040042,83,11.005547,76.966122
Jharkhand,RANCHI,2009,17.90530141,31.54209411,40.79146704,179,23.347768,85.338564
Tamil Nadu,MADURAI,2009,9.959839866,24.88643782,41.00503493,43,9.917347,78.119622
Assam,SILCHAR,2009,5.574666667,14.45866667,40.79146704,57,24.827327,92.797868
Odisha,CUTTACK,2009,20.16318551,38.63796296,78.9390427,156,20.522922,85.78813
Tamil Nadu,CHENNAI,2009,21.45204177,44.62721937,96.07170653,159,13.084622,80.248357
Rajasthan,ALWAR,2009,8.287284065,23.52157918,41.59921886,156,27.566291,76.610202
Jharkhand,DHANBAD,2009,16.10387031,38.39625625,40.79146704,166,23.801988,86.443244
Himachal Pradesh,SHIMLA,2009,7.630755097,14.94500042,42.65267466,71,31.104423,77.166623
Andhra Pradesh,GUNTUR,2009,4,9,40.79146704,85,16.299737,80.457293
West Bengal,HALDIA,2009,19.14444444,134.3444444,81.58293408,274,22.025278,88.058333
Maharashtra,PUNE,2009,26.28145695,42.25927152,43.08767545,92,18.513271,73.849852
Jammu & Kashmir,JAMMU,2009,8.520212766,12.11808511,41.22541882,100,32.735686,74.869112
Andhra Pradesh,WARANGAL,2009,4.075,9.705,40.79146704,65,17.978423,79.600209
Jharkhand,JAMSHEDPUR,2009,37.1822335,50.55177665,41.82678346,175,22.802776,86.185448
Assam,GUWAHATI,2009,22.67913339,47.09917695,117.3384175,344,26.176076,91.762932
Tamil Nadu,SALEM,2009,8.670844101,24.92867926,40.79146704,82,11.651165,78.158672
Uttar Pradesh,MEERUT,2009,8.249275362,45.3115942,41.38264772,121,28.980018,77.706356
Assam,DIBRUGARH,2009,5.313132725,12.96162791,40.79146704,44,27.479888,94.90837
Meghalaya,SHILLONG,2009,17.62234219,29.79440669,66.60885124,127,25.573987,91.896807
Assam,TEZPUR,2009,5.396341463,13.05609756,40.79146704,83,26.633333,92.8
Maharashtra,MUMBAI,2009,11.33728647,58.17291667,58.0003672,166,18.987807,72.836447
Kerala,KOTTAYAM,2009,5.665909091,19.38522727,40.79146704,44,9.6,76.52
Punjab,GOBINDGARH,2009,11.08541734,31.15575166,44.58602211,220,30.66,76.31
Goa,MORMUGAO,2009,7.536942301,14.68850195,40.79146704,66,15.42,73.78
Odisha,SAMBALPUR,2009,5.015859089,16.0744,40.79146704,53,21.47,83.97
Gujarat,VAPI,2009,16.30648649,23.83135135,41.01196146,78,20.37,72.9
Kerala,PALAKKAD,2009,8.77916431,14.54002888,40.79146704,50,10.78,76.65
Madhya Pradesh,NAGDA,2009,19.21538955,24.86949914,40.79146704,105,23.46,75.42
Andhra Pradesh,PATANCHERU,2009,16.68089888,25.84494382,40.79146704,86,17.53,78.27
Madhya Pradesh,SINGRAULI,2009,10.82941432,25.8096229,40.79146704,71,23.84,82.27
Punjab,KHANNA,2009,8.7684,36.2912,40.95463291,249,30.71,76.21
Puducherry,PONDICHERRY,2009,4.069220603,11.08086007,40.79146704,40,11.94,79.83
Karnataka,HASSAN,2009,4.45046729,21.94299065,40.79146704,45,13.01,76.08
Odisha,RAYAGADA,2009,5.013909979,21.56041667,41.64128927,61,19.18,83.41
Jharkhand,JHARIA,2009,16.57918572,39.67381715,40.79146704,261,23.76,86.42
Uttar Pradesh,KHURJA,2009,27.18421053,28.52368421,53.67298295,218,28.26,77.85
Haryana,YAMUNANAGAR,2009,12.37575366,27.0382283,40.79146704,246,30.14,77.28
Assam,SIBSAGAR,2009,5.174809749,13.09540733,40.79146704,89,26.99,94.63
Nagaland,DIMAPUR,2009,21.50039721,32.55333333,81.58293408,158,25.92,93.73
Rajasthan,JODHPUR,2009,10.75608246,42.24533629,74.92310273,257,26.26841,73.005943
Rajasthan,JAIPUR,2009,11.68667545,72.43421605,81.84358243,301,26.913312,75.787872
Rajasthan,UDAIPUR,2009,5.638247086,27.85376481,40.79146704,79,24.57951,73.690508
Assam,BONGAIGAON,2009,6.265730337,15.6988764,41.93729477,83,26.48,90.54
Madhya Pradesh,JABALPUR,2009,10.82941432,24.33657737,40.79146704,134,23.174495,79.935903
Andhra Pradesh,RAMAGUNDAM,2009,4.094736842,14.64868421,40.79146704,101,18.45,79.28
Andhra Pradesh,KURNOOL,2009,4,9,40.79146704,79,15.828865,78.036021
Karnataka,MYSORE,2009,14.88921569,30.61470588,41.99121607,49,12.292664,76.638543
Gujarat,RAJKOT,2009,11.63096981,15.95626823,42.11443354,108,22.291606,70.793217
Gujarat,VADODARA,2009,24.36446701,45.93045685,62.32604862,130,22.299405,73.208119
Delhi,DELHI,2009,19.24211084,139.3117371,113.9571143,687,28.651952,77.231495
Gujarat,SURAT,2009,19.45487365,27.31664124,42.55860641,94,21.195944,72.830232
Madhya Pradesh,UJJAIN,2009,10.592411,14.19580556,41.21934956,81,23.182387,75.776433
Punjab,AMRITSAR,2009,16.04920635,37.68253968,42.73391785,138,31.622337,74.875335
Uttar Pradesh,ALLAHABAD,2009,11.52811238,48.15920901,80.79848279,315,25.44478,81.843217
Uttar Pradesh,JHANSI,2009,16.35043478,52.19565217,77.68114158,242,25.458872,78.579943
Uttar Pradesh,FIROZABAD,2009,20.9984814,31.74954581,40.93979965,184,27.150917,78.397808
Andhra Pradesh,NELLORE,2009,6.1,13.8,40.79146704,118,14.449918,79.986967
Andhra Pradesh,HYDERABAD,2009,17.00699491,72.73082539,134.6860075,264,17.384052,78.456355
Maharashtra,KOLHAPUR,2009,11.5451742,15.20929842,40.79146704,81,16.695633,74.231669
Goa,PANAJI,2009,9.260169819,15.26884637,40.79146704,75,15.498289,73.824541
Gujarat,AHMEDABAD,2009,26.49170573,35.09595536,68.22643602,158,23.025793,72.587265
Karnataka,MANGALORE,2009,6.706730769,12.67535386,40.79146704,41,12.865371,74.842432
Uttar Pradesh,VARANASI,2009,16.48994676,20.3717839,42.27479311,121,25.31774,83.005811
Madhya Pradesh,BHOPAL,2009,8.095664737,19.3738816,40.79146704,113,23.254688,77.402892
